1 1.000000
2 0.586776
3 0.999955
4 2.998726
5 1.000000
6 0.189196
7 0.587537
8 0.755459
9 0.810271
10 0.031809
11 0.025050
12 0.024888
13 0.024724
14 0.024269
15 0.023703
16 0.023117
17 0.022545
18 0.021997
19 0.021473
20 0.020975
21 0.020499
22 0.020046
23 0.019613
24 0.019200
25 0.018804
26 0.018426
27 0.018062
28 0.017714
29 0.017380
30 0.017058
31 0.016749
32 0.016452
33 0.016165
34 0.015889
35 0.015623
36 0.015366
37 0.015118
38 0.014878
39 0.014646
40 0.014422
41 0.014205
42 0.013994
43 0.013791
44 0.013593
45 0.013401
46 0.013216
47 0.013035
48 0.012860
49 0.012690
50 0.012524
